短信类型,状态,已读,协议,主题,联系人,时间,呼叫中心,短信内容
收件箱,0,1,0,,`10010,2017-08-19 12:55:40,,"温馨提示：截止08月18日24时，您当月累计使用流量839.8MB。其中：国内流量已使用839.8MB，剩余260.2MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-19 18:09:37,,"您的账户当前可用余额229.55元，账户余额880.85元%^实时话费81.30元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-11 10:20:35,,"您的账户当前可用余额229.65元，账户余额880.85元%^实时话费81.20元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-11 12:05:05,,"温馨提示：截止08月10日24时，您当月累计使用流量547.8MB。其中：国内流量已使用547.8MB，剩余152.2MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-12 01:58:42,,"温馨提示：截止08月12日01时58分，您当月累计使用流量664.8MB。其中：国内流量已使用664.8MB，剩余35.2MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入 http://wap.10010.com 查询详情。更多优惠服务请下载联通手机营业厅APP http://u.10010.cn/qAaqw ，首次下载可赠300M省内流量。"
收件箱,0,1,0,,`10010,2017-08-12 11:12:53,,"温馨提示：截止08月11日24时，您当月累计使用流量597.9MB。其中：国内流量已使用597.9MB，剩余102.1MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-12 19:54:55,,"尊敬的用户：您通过支付宝兑换的300M流量已兑换成功，有效期至本月底。您可通过http://u.10010.cn/qAar1 下载或使用手机营业厅关注流量使用情况，祝您使用愉快！"
收件箱,0,1,0,,`10010,2017-08-12 19:55:27,,"尊敬的用户：您通过支付宝兑换的100M流量已兑换成功，有效期至本月底。您可通过http://u.10010.cn/qAar1 下载或使用手机营业厅关注流量使用情况，祝您使用愉快！"
收件箱,0,1,0,,`10010,2017-08-13 10:23:56,,"您的账户当前可用余额229.65元，账户余额880.85元%^实时话费81.20元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-13 12:29:33,,"温馨提示：截止08月12日24时，您当月累计使用流量693.9MB。其中：国内流量已使用693.9MB，剩余406.1MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-14 09:37:03,,"温馨提示：截止08月13日24时，您当月累计使用流量718.0MB。其中：国内流量已使用718.0MB，剩余382.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-14 12:51:52,,"您的账户当前可用余额229.65元，账户余额880.85元%^实时话费81.20元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-15 10:11:57,,"温馨提示：截止08月14日24时，您当月累计使用流量764.3MB。其中：国内流量已使用764.3MB，剩余335.7MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-15 12:51:03,,"您的账户当前可用余额229.55元，账户余额880.85元%^实时话费81.30元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-15 16:46:27,,"温馨提示：截止08月15日16时34分，您当月累计使用流量777.0MB。其中：国内流量已使用777.0MB，剩余323.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入 http://wap.10010.com 查询详情。更多优惠服务请下载联通手机营业厅APP http://u.10010.cn/qAaqw ，首次下载可赠300M省内流量。"
收件箱,0,1,0,,`10010,2017-08-15 16:46:31,,"尊敬的用户，您可以直接回复指令进行业务查询或办理：*(-%@ 00：手机上网流量查询*(-%@ 01：账户余额*(-%@ 02：实时话费*(-%@ 03：4G常用办理业务*(-%@ 04：4G常用查询业务*(-%@ 05：流量包*(-%@ 06：充值*(-%@ 07：4G套餐变更*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-15 18:03:47,,"尊敬的用户，您可以直接回复指令进行业务查询或办理：*(-%@ 00：手机上网流量查询*(-%@ 01：账户余额*(-%@ 02：实时话费*(-%@ 03：4G常用办理业务*(-%@ 04：4G常用查询业务*(-%@ 05：流量包*(-%@ 06：充值*(-%@ 07：4G套餐变更*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-15 21:33:17,,"温馨提示：截止08月15日21时32分，您当月累计使用流量787.9MB。其中：国内流量已使用787.9MB，剩余312.1MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入 http://wap.10010.com 查询详情。更多优惠服务请下载联通手机营业厅APP http://u.10010.cn/qAaqw ，首次下载可赠300M省内流量。"
收件箱,0,1,0,,`10010,2017-08-08 10:31:16,,"温馨提示：截止08月07日24时，您当月累计使用流量239.3MB。其中：国内流量已使用239.3MB，剩余460.7MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-09 11:15:17,,"您的账户当前可用余额229.65元，账户余额880.85元%^实时话费81.20元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-09 12:39:57,,"温馨提示：截止08月08日24时，您当月累计使用流量345.0MB。其中：国内流量已使用345.0MB，剩余355.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-09 17:11:17,,"【联通VIP福利】存50送300M，存100元送1G，存100送50元，流量快餐包低至1元1个G，享受更多优惠立戳： http://u.10010.cn/qAaV7 "
收件箱,0,1,0,,`10010,2017-08-09 17:55:42,,"温馨提示：截止08月09日17时55分，您当月累计使用流量407.1MB。其中：国内流量已使用407.1MB，剩余292.9MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入 http://wap.10010.com 查询详情。更多优惠服务请下载联通手机营业厅APP http://u.10010.cn/qAaqw ，首次下载可赠300M省内流量。"
收件箱,0,1,0,,`10010,2017-08-09 19:30:53,,"温馨提示：截止08月09日19时30分，您当月累计使用流量448.0MB。其中：国内流量已使用448.0MB，剩余252.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入 http://wap.10010.com 查询详情。更多优惠服务请下载联通手机营业厅APP http://u.10010.cn/qAaqw ，首次下载可赠300M省内流量。"
收件箱,0,1,0,,`10010,2017-08-10 10:20:15,,"您的账户当前可用余额229.65元，账户余额880.85元%^实时话费81.20元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-10 10:20:21,,"灾害时期、责任为先。湖南联通已对漫游至九寨沟地震灾区的联通用户实施免停机服务，让用户能够顺利地与家人通话、报平安！放心，我们一直守护在您身边！湖南联通"
收件箱,0,1,0,,`10010,2017-08-10 11:01:05,,"温馨提示：截止08月09日24时，您当月累计使用流量457.8MB。其中：国内流量已使用457.8MB，剩余242.2MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-05 10:53:49,,"您的账户当前可用余额229.65元，账户余额880.85元%^实时话费81.20元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-06 09:23:57,,"温馨提示：截止08月05日24时，您当月累计使用流量129.0MB。其中：国内流量已使用129.0MB，剩余271.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-06 11:16:48,,"“天下虽安，忘战必危”，维护国家主权、安全和发展利益离不开巩固国防和强大军队，绿色军营正等待有志青年建功立业、报效国家。征兵对象：以高中（含职高、中专、技校）毕业以上文化程度的青年为主，优先批准高学历青年和应届毕业生入伍。（湖南省征兵办）"
收件箱,0,1,0,,`10010,2017-08-06 12:37:45,,"尊敬的用户：您在京东提取的300M流量已到账，有效期至本月底。您可通过http://u.10010.cn/qAar1 下载或使用手机营业厅关注流量使用情况。"
收件箱,0,1,0,,`10010,2017-08-06 12:46:50,,"尊敬的用户，您好！您于2017年08月06日12时46分通过网上营业厅（www.10010.com）使用详单查询服务，谢谢您的使用！"
收件箱,0,1,0,,`10010,2017-08-06 16:36:06,,"您的账户当前可用余额229.65元，账户余额880.85元%^实时话费81.20元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-07 09:23:31,,"温馨提示：截止08月06日24时，您当月累计使用流量142.1MB。其中：国内流量已使用142.1MB，剩余557.9MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-07 11:55:57,,"温馨提示：截至8月6日，您有可用积分5083分，0分将于本月末过期。如需兑换，请登录 jf.10010.com 。回复QXJY退订本短信。"
收件箱,0,1,0,,`10010,2017-08-08 09:35:38,,"您的账户当前可用余额229.65元，账户余额880.85元%^实时话费81.20元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-02 10:33:16,,"温馨提示：截止08月01日24时，您当月累计使用流量27.0MB。其中：国内流量已使用27.0MB，剩余373.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-02 10:58:58,,"您的账户当前可用余额229.65元，账户余额880.85元%^实时话费81.20元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
